,Phase,FLDNAME,TBLNAME,CRFNAME,TEXT,TYPE,LENGTH,CODE,UNITS,target,OMOP
491,J-ADNI,MMSTATE,MMSE,Mini Mental State Exam,10. What state are we in?,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
492,J-ADNI,MMSTCM,MMSE,Mini Mental State Exam,Verbatim response <!--What state are we in?-->,T,25,,,No suitable variable found.,
493,J-ADNI,MMTREE,MMSE,Mini Mental State Exam,13. Tree,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
494,J-ADNI,MMTREEDL,MMSE,Mini Mental State Exam,21. Tree,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
495,J-ADNI,MMTRIALS,MMSE,Mini Mental State Exam,13a. Enter number of trials,N,1,1..6,,mini-mental state examination (mmse),40491929.0
496,J-ADNI,MMW,MMSE,Mini Mental State Exam,18. W,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
497,J-ADNI,MMWATCH,MMSE,Mini Mental State Exam,22. Show the participant a wrist watch and ask 'What is this?',N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
498,J-ADNI,MMWLTR,MMSE,Mini Mental State Exam,Response: Letter 5,T,25,,,No suitable variable found.,
499,J-ADNI,MMWRITE,MMSE,Mini Mental State Exam,29. Give the participant a blank piece of paper and say: 'Write a sentence.',N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
500,J-ADNI,MMYEAR,MMSE,Mini Mental State Exam,2. What is the year?,N,1,1=Correct; 2=Incorrect,,year of birth,4083587.0
501,J-ADNI,MMYEARCM,MMSE,Mini Mental State Exam,Verbatim response <!--What is the year?-->,T,25,,,No suitable variable found.,
502,J-ADNI,NPIA,NPIQ,Neuropsychiatric Inventory Q,"Does {P} believe that others are stealing from him/her, or planning to harm him/her in some way?",N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
503,J-ADNI,NPIASEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--A. Delusions-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
504,J-ADNI,NPIB,NPIQ,Neuropsychiatric Inventory Q,Does {P} act as if he/she hears voices? Does he/she talk to people who are not there?,N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
505,J-ADNI,NPIBSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--B. Hallucinations-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
506,J-ADNI,NPIC,NPIQ,Neuropsychiatric Inventory Q,Is {P} stubborn and resistive to help from others?,N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
507,J-ADNI,NPICSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--C. Agitation/Aggression-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
508,J-ADNI,NPID,NPIQ,Neuropsychiatric Inventory Q,Does {P} act as if he/she is sad or in low spirits? Does he/she cry?,N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
509,J-ADNI,NPIDSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--D. Depression/Dysphoria-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
510,J-ADNI,NPIE,NPIQ,Neuropsychiatric Inventory Q,"Does {P} become upset when separated from you? Does he/she have any other signs of nervousness, such as shortness of breath, sighing, being unable to relax, or feeling excessively tense?",N,1,0=No;1=Yes;2=N/A,,anxiety,441542.0
511,J-ADNI,NPIESEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--E. Anxiety-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,anxiety,441542.0
512,J-ADNI,NPIF,NPIQ,Neuropsychiatric Inventory Q,Does {P} appear to feel too good or act excessively happy?,N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
513,J-ADNI,NPIFSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--F. Elation/Euphoria-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
514,J-ADNI,NPIG,NPIQ,Neuropsychiatric Inventory Q,Does {P} seem less interested in his/her usual activities and in the activities and plans of others?,N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
515,J-ADNI,NPIGSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--G. Apathy/Indifference-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
516,J-ADNI,NPIH,NPIQ,Neuropsychiatric Inventory Q,"Does {P} seem to act impulsively? For example, does {P} talk to strangers as if he/she knows them, or does {P} say things that may hurt people's feelings?",N,1,0=No;1=Yes;2=N/A,,anxiety,441542.0
517,J-ADNI,NPIHSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--H. Disinhibition-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
518,J-ADNI,NPII,NPIQ,Neuropsychiatric Inventory Q,Is {P} impatient or cranky? Does he/she have difficulty coping with delays or waiting for planned activities?,N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
519,J-ADNI,NPIISEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--I. Irritability/Lability-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
520,J-ADNI,NPIJ,NPIQ,Neuropsychiatric Inventory Q,"Does {P} engage in repetitive activities, such as pacing around the house, handling buttons, wrapping strings, or doing other things repeatedly?",N,1,0=No;1=Yes;2=N/A,,activity,4117957.0
521,J-ADNI,NPIJSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--J. Aberrant Motor Behavior-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
522,J-ADNI,NPIK,NPIQ,Neuropsychiatric Inventory Q,"Does {P} awaken you during the night, rise too early in the morning, or take excessive naps during the day?",N,1,0=No;1=Yes;2=N/A,,No suitable variable found.,
523,J-ADNI,NPIKSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--K. Sleep-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
524,J-ADNI,NPIL,NPIQ,Neuropsychiatric Inventory Q,"Has {P} lost or gained weight, or had a change in the food he/she likes?",N,1,0=No;1=Yes;2=N/A,,bmi,1027485.0
525,J-ADNI,NPILSEV,NPIQ,Neuropsychiatric Inventory Q,Severity Ratings <!--L. Appetite-->,N,1,"1=1 - Mild (noticeable, but not a significant change).; 2=2 - Moderate (significant, but not a dramatic change).; 3=3 - Severe (very marked or prominent. A dramatic change).",,No suitable variable found.,
526,J-ADNI,NPISCORE,NPIQ,Neuropsychiatric Inventory Q,Total Score,N,2,0..36,,neuropsychiatric inventory (npi),
527,J-ADNI,NPISOURCE,NPIQ,Neuropsychiatric Inventory Q,Information Source,N,1,1=Participant Visit;2=Telephone Call,,No suitable variable found.,
528,J-ADNI,NXABNORM,NEUROEXM,Neurological Exam,"14. Based on Neurological Examination, clinician must check appropriate box below:",N,1,1=Findings consistent with eligibility for study; 2=Participant is not eligible for study,,No suitable variable found.,
529,J-ADNI,NXAUDDES,NEUROEXM,Neurological Exam,Details <!--Significant Auditory Impairment-->,T,200,,,hearing,46237286.0
530,J-ADNI,NXAUDITO,NEUROEXM,Neurological Exam,2. Significant Auditory Impairment,N,1,1=Absent; 2=Present,,hearing,46237286.0
531,J-ADNI,NXCONDES,NEUROEXM,Neurological Exam,Details <!--Level of Consciousness-->,T,200,,,No suitable variable found.,
532,J-ADNI,NXCONSCI,NEUROEXM,Neurological Exam,4. Level of Consciousness,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
533,J-ADNI,NXFINDES,NEUROEXM,Neurological Exam,Details <!--Cerebellar - Finger to Nose-->,T,200,,,No suitable variable found.,
534,J-ADNI,NXFINGER,NEUROEXM,Neurological Exam,7a. Cerebellar - Finger to Nose,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
535,J-ADNI,NXGAIDES,NEUROEXM,Neurological Exam,Details <!--Gait-->,T,200,,,No suitable variable found.,
536,J-ADNI,NXGAIT,NEUROEXM,Neurological Exam,11. Gait,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
537,J-ADNI,NXGENCOM,NEUROEXM,Neurological Exam,13. General Comments,T,1000,,,No suitable variable found.,
538,J-ADNI,NXHEEDES,NEUROEXM,Neurological Exam,Details <!--Cerebellar - Heel to Shin-->,T,200,,,No suitable variable found.,
539,J-ADNI,NXHEEL,NEUROEXM,Neurological Exam,7b. Cerebellar - Heel to Shin,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
540,J-ADNI,NXMOTDES,NEUROEXM,Neurological Exam,Details <!--Motor Strength-->,T,200,,,No suitable variable found.,
541,J-ADNI,NXMOTOR,NEUROEXM,Neurological Exam,6. Motor Strength,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
542,J-ADNI,NXNERDES,NEUROEXM,Neurological Exam,Details <!--Cranial Nerves-->,T,200,,,No suitable variable found.,
543,J-ADNI,NXNERVE,NEUROEXM,Neurological Exam,5. Cranial Nerves,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
544,J-ADNI,NXOTHER,NEUROEXM,Neurological Exam,12. Other,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
545,J-ADNI,NXOTHSPE,NEUROEXM,Neurological Exam,Details <!--Other-->,T,200,,,No suitable variable found.,
546,J-ADNI,NXPLADES,NEUROEXM,Neurological Exam,Details <!--Plantar Reflexes-->,T,200,,,No suitable variable found.,
547,J-ADNI,NXPLANTA,NEUROEXM,Neurological Exam,10. Plantar Reflexes,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
548,J-ADNI,NXSENDES,NEUROEXM,Neurological Exam,Details <!--Sensory-->,T,200,,,No suitable variable found.,
549,J-ADNI,NXSENSOR,NEUROEXM,Neurological Exam,8. Sensory,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
550,J-ADNI,NXTENDES,NEUROEXM,Neurological Exam,Details <!--Deep Tendon Reflexes-->,T,200,,,No suitable variable found.,
551,J-ADNI,NXTENDON,NEUROEXM,Neurological Exam,9. Deep Tendon Reflexes,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
552,J-ADNI,NXTREDES,NEUROEXM,Neurological Exam,Details <!--Tremor-->,T,200,,,No suitable variable found.,
553,J-ADNI,NXTREMOR,NEUROEXM,Neurological Exam,3. Tremor,N,1,1=Absent; 2=Present,,No suitable variable found.,
554,J-ADNI,NXVISDES,NEUROEXM,Neurological Exam,Details <!--Significant Visual Impairment-->,T,200,,,vision,45613408.0
555,J-ADNI,NXVISUAL,NEUROEXM,Neurological Exam,1. Significant Visual Impairment,N,1,1=Absent; 2=Present,,vision,45613408.0
556,J-ADNI,PTADBEG,PTDEMOG,Participant Demographic Information,11. Year of onset of Alzheimer's disease symptoms (best estimate),N,4,1985..2007,,No suitable variable found.,
557,J-ADNI,PTDOB,PTDEMOG,Participant Demographic Information,2. Participant Date of Birth,D,10,,,year of birth,4083587.0
558,J-ADNI,PTEDUCAT,PTDEMOG,Participant Demographic Information,5. Participant Education,N,2,0..20,,education,1015298.0
559,J-ADNI,PTETHCAT,PTDEMOG,Participant Demographic Information,12. Ethnic Category,N,1,1=Hispanic or Latino; 2=Not Hispanic or Latino; 3=Unknown,,No suitable variable found.,
560,J-ADNI,PTGENDER,PTDEMOG,Participant Demographic Information,1. Participant Gender,N,1,1=Male; 2=Female,,No suitable variable found.,
561,J-ADNI,PTHAND,PTDEMOG,Participant Demographic Information,3. Participant Handedness,N,1,1=Right;2=Left,,No suitable variable found.,
562,J-ADNI,PTHOME,PTDEMOG,Participant Demographic Information,8. Type of Participant residence,N,1,1=House; 2=Condo/Co-op (owned); 3=Apartment (rented); 4=Mobile Home; 5=Retirement Community; 6=Assisted Living; 7=Skilled Nursing Facility; 8=Other (specify),,living situation,
563,J-ADNI,PTMARRY,PTDEMOG,Participant Demographic Information,4. Participant Marital Status,N,1,1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown,,marital status,4053609.0
564,J-ADNI,PTNO,ARM,,4 digit Participant Number,T,4,,,ptau in csf,37027027.0
565,J-ADNI,PTNOTRT,PTDEMOG,Participant Demographic Information,7. Participant Retired?,N,1,1=Yes;0=No,,participant id,46234739.0
566,J-ADNI,PTOTHOME,PTDEMOG,Participant Demographic Information,"If Other, specify:",T,50,,,patient qualification,
567,J-ADNI,PTPLANG,PTDEMOG,Participant Demographic Information,10. Participant's Primary Language,N,1,1=English; 2=Spanish; 3=Other (specify),,No suitable variable found.,
568,J-ADNI,PTPSPEC,PTDEMOG,Participant Demographic Information,"If Other, specify:",T,50,,,pib pet,
569,J-ADNI,PTRACCAT,PTDEMOG,Participant Demographic Information,13. Racial Categories,N,1,1=American Indian or Alaskan Native; 2=Asian; 3=Native Hawaiian or Other Pacific Islander; 4=Black or African American; 5=White; 6=More than one race; 7=Unknown,,No suitable variable found.,
570,J-ADNI,PTRTYR,PTDEMOG,Participant Demographic Information,Retirement Date,D,10,,,No suitable variable found.,
571,J-ADNI,PTSOURCE,PTDEMOG,Participant Demographic Information,Information Source,N,1,1=Participant Visit;2=Telephone Call,,No suitable variable found.,
572,J-ADNI,PTTLANG,PTDEMOG,Participant Demographic Information,9. Language to be used for testing the Participant,N,1,1=English; 2=Spanish,,No suitable variable found.,
573,J-ADNI,PTWORK,PTDEMOG,Participant Demographic Information,6a. Primary occupation during most of adult life,T,100,,,profession,
574,J-ADNI,PTWORKHS,PTDEMOG,Participant Demographic Information,5a. Does the participant have a work history sufficient to exclude mental retardation? <!--Participant Education-->,N,1,1=Yes; 0=No,,education,1015298.0
575,J-ADNI,PTWRECNT,PTDEMOG,Participant Demographic Information,6b. Most recent occupation,T,100,,,profession,
576,J-ADNI,PXABDDES,PHYSICAL,Physical Exam,Details <!--Abdomen-->,T,200,,,No suitable variable found.,
577,J-ADNI,PXABDOM,PHYSICAL,Physical Exam,6. Abdomen,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
578,J-ADNI,PXABNORM,PHYSICAL,Physical Exam,"14. Based on the Physical Examination, clinician must check appropriate box below:",N,1,1=Findings consistent with eligibility for study; 2=Participant is not eligible for study,,No suitable variable found.,
579,J-ADNI,PXCHEDES,PHYSICAL,Physical Exam,Details <!--Chest-->,T,200,,,chest pain,77670.0
580,J-ADNI,PXCHEST,PHYSICAL,Physical Exam,4. Chest,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
581,J-ADNI,PXEDEDES,PHYSICAL,Physical Exam,Details <!--Edema-->,T,200,,,No suitable variable found.,
582,J-ADNI,PXEDEMA,PHYSICAL,Physical Exam,8. Edema,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
583,J-ADNI,PXEXTDES,PHYSICAL,Physical Exam,Details <!--Extremities-->,T,200,,,No suitable variable found.,
584,J-ADNI,PXEXTREM,PHYSICAL,Physical Exam,7. Extremities,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
585,J-ADNI,PXGENAPP,PHYSICAL,Physical Exam,1. General Appearance,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
586,J-ADNI,PXGENCOM,PHYSICAL,Physical Exam,13. General Comments,T,1000,,,No suitable variable found.,
587,J-ADNI,PXGENDES,PHYSICAL,Physical Exam,Details <!--General Appearance-->,T,200,,,No suitable variable found.,
588,J-ADNI,PXHEADDE,PHYSICAL,Physical Exam,"Details <!--Head, Eyes, Ears, Nose and Throat-->",T,200,,,hearing,46237286.0
589,J-ADNI,PXHEADES,PHYSICAL,Physical Exam,Details <!--Heart-->,T,200,,,heart rate,4239408.0
590,J-ADNI,PXHEADEY,PHYSICAL,Physical Exam,"2. Head, Eyes, Ears, Nose and Throat",N,1,1=Normal; 2=Abnormal,,head injury,
591,J-ADNI,PXHEART,PHYSICAL,Physical Exam,5. Heart,N,1,1=Normal; 2=Abnormal,,heart rate,4239408.0
592,J-ADNI,PXMUSCUL,PHYSICAL,Physical Exam,11. Musculoskeletal,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
593,J-ADNI,PXMUSDES,PHYSICAL,Physical Exam,Details <!--Musculoskeletal-->,T,200,,,No suitable variable found.,
594,J-ADNI,PXNECDES,PHYSICAL,Physical Exam,Details <!--Neck-->,T,200,,,No suitable variable found.,
595,J-ADNI,PXNECK,PHYSICAL,Physical Exam,3. Neck,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
596,J-ADNI,PXOTHER,PHYSICAL,Physical Exam,12. Other,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
597,J-ADNI,PXOTRCOM,PHYSICAL,Physical Exam,Details <!--Other-->,T,200,,,No suitable variable found.,
598,J-ADNI,PXPERDES,PHYSICAL,Physical Exam,Details <!--Peripheral Vascular-->,T,200,,,No suitable variable found.,
599,J-ADNI,PXPERIPH,PHYSICAL,Physical Exam,9. Peripheral Vascular,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
600,J-ADNI,PXSKIDES,PHYSICAL,Physical Exam,Details <!--Skin and Appendages-->,T,200,,,No suitable variable found.,
601,J-ADNI,PXSKIN,PHYSICAL,Physical Exam,10. Skin and Appendages,N,1,1=Normal; 2=Abnormal,,No suitable variable found.,
602,J-ADNI,Q1,ADASSCORES,ADAS Sub-Scores and Total Scores,Word Recall,N,"5,2",,,verbal fluency tests (semantic) animal,
603,J-ADNI,Q10,ADASSCORES,ADAS Sub-Scores and Total Scores,Spoken Language,N,1,0..5,,verbal fluency tests (semantic) animal,
604,J-ADNI,Q11,ADASSCORES,ADAS Sub-Scores and Total Scores,Word Finding,N,1,0..5,,verbal fluency tests (semantic) animal,
605,J-ADNI,Q12,ADASSCORES,ADAS Sub-Scores and Total Scores,Comprehension,N,1,0..5,,No suitable variable found.,
606,J-ADNI,Q14,ADASSCORES,ADAS Sub-Scores and Total Scores,Number Cancellation,N,1,0..5,,No suitable variable found.,
607,J-ADNI,Q2,ADASSCORES,ADAS Sub-Scores and Total Scores,Commands,N,1,0..5,,No suitable variable found.,
608,J-ADNI,Q3,ADASSCORES,ADAS Sub-Scores and Total Scores,Construction,N,1,0..5,,functional activities questionnaire (faq),
609,J-ADNI,Q4,ADASSCORES,ADAS Sub-Scores and Total Scores,Delayed Word Recall,N,2,0..10,,rey auditory verbal learning test - delayed,
610,J-ADNI,Q5,ADASSCORES,ADAS Sub-Scores and Total Scores,Naming,N,1,0..5,,verbal fluency tests (semantic) animal,
611,J-ADNI,Q6,ADASSCORES,ADAS Sub-Scores and Total Scores,Ideational Praxis,N,1,0..5,,No suitable variable found.,
612,J-ADNI,Q7,ADASSCORES,ADAS Sub-Scores and Total Scores,Orientation,N,1,0..8,,No suitable variable found.,
613,J-ADNI,Q8,ADASSCORES,ADAS Sub-Scores and Total Scores,Word Recognition,N,2,0..12,,verbal fluency tests (semantic) animal,
614,J-ADNI,Q9,ADASSCORES,ADAS Sub-Scores and Total Scores,Recall Instructions,N,1,0..5,,No suitable variable found.,
615,J-ADNI,RANDDATE,ARM,,Randomization Date,S,,,,No suitable variable found.,
616,J-ADNI,RECNO,RECFHQ,Family History Questionnaire Subtable,,N,38 digits,,,No suitable variable found.,
617,J-ADNI,RGCONDCT,REGISTRY,Registry,Was this visit conducted?,N,1,1=Yes;0=No,,visit,
618,J-ADNI,RGOTHSPE,REGISTRY,Registry,"If Other, specify:",T,100,,,No suitable variable found.,
619,J-ADNI,RGPREVID,REGISTRY,Registry,"If Yes, what was the participant's initial ID number?",T,10,,,No suitable variable found.,
620,J-ADNI,RGREASON,REGISTRY,Registry,Reason why the visit was not conducted:,N,1,1=Illness;2=Participant unavailable;3=Participant unwilling;4=Administrative problems;5=Withdrawn Consent;6=Other (specify),,visit,
621,J-ADNI,RGRESCRN,REGISTRY,Registry,Is this a rescreen?,N,1,1=Yes;0=No,,No suitable variable found.,
622,J-ADNI,RID,MMSE,Mini Mental State Exam,Participant roster ID,N,38 digits,,,participant id,46234739.0
623,J-ADNI,RID,ADSXLIST,Diagnosis and Symptoms Checklist,Participant roster ID,N,38 digits,,,participant id,46234739.0
624,J-ADNI,RID,NEUROBAT,Neuropsychological Battery,Participant roster ID,N,38 digits,,,participant id,46234739.0
625,J-ADNI,RID,RECFHQ,Family History Questionnaire Subtable,Participant roster ID,N,38 digits,,,participant id,46234739.0
626,J-ADNI,RID,GDSCALE,Geriatric Depression Scale,Participant roster ID,N,38 digits,,,participant id,46234739.0
627,J-ADNI,RID,BLCHANGE,Diagnostic Summary - Baseline Changes,Participant roster ID,N,38 digits,,,participant id,46234739.0
628,J-ADNI,RID,EXCLUSIO,Exclusion Criteria,Participant roster ID,N,38 digits,,,participant id,46234739.0
629,J-ADNI,RID,PDXCONV,Diagnostic Summary,Participant roster ID,N,38 digits,,,participant id,46234739.0
630,J-ADNI,RID,BLSCHECK,Baseline Symptoms Checklist,Participant roster ID,N,38 digits,,,participant id,46234739.0
631,J-ADNI,RID,INCLUSIO,Inclusion Criteria,Participant roster ID,N,38 digits,,,participant id,46234739.0
632,J-ADNI,RID,TREATDIS,Early Discontinuation and Withdrawal,Participant roster ID,N,38 digits,,,participant id,46234739.0
633,J-ADNI,RID,ARM,,Participant roster ID,N,38,,,participant id,46234739.0
634,J-ADNI,RID,CDR,Clinical Dementia Rating,Participant roster ID,N,38 digits,,,participant id,46234739.0
635,J-ADNI,RID,VITALS,Vital Signs,Participant roster ID,N,38 digits,,,participant id,46234739.0
636,J-ADNI,RID,MODHACH,Modified Hachinski,Participant roster ID,N,38 digits,,,participant id,46234739.0
637,J-ADNI,RID,ADASSCORES,ADAS Sub-Scores and Total Scores,Participant roster ID,N,38 digits,,,participant id,46234739.0
638,J-ADNI,RID,ADAS,ADAS-Cognitive Behavior,Participant roster ID,N,38 digits,,,participant id,46234739.0
639,J-ADNI,RID,PHYSICAL,Physical Exam,Participant roster ID,N,38 digits,,,participant id,46234739.0
640,J-ADNI,RID,NEUROEXM,Neurological Exam,Participant roster ID,N,38 digits,,,participant id,46234739.0
641,J-ADNI,RID,REGISTRY,Registry,Participant roster ID,N,38 digits,,,participant id,46234739.0
642,J-ADNI,RID,FHQ,Family History Questionnaire,Participant roster ID,N,38 digits,,,participant id,46234739.0
643,J-ADNI,RID,NPIQ,Neuropsychiatric Inventory Q,Participant roster ID,N,38 digits,,,participant id,46234739.0
644,J-ADNI,RID,PTDEMOG,Participant Demographic Information,Participant roster ID,N,38 digits,,,participant id,46234739.0
645,J-ADNI,RID,FAQ,Functional Assessment Questionnaire,Participant roster ID,N,38 digits,,,participant id,46234739.0
646,J-ADNI,RID,MEDHIST,Medical History,Participant roster ID,N,38 digits,,,participant id,46234739.0
647,J-ADNI,SITEID,BLCHANGE,Diagnostic Summary - Baseline Changes,Site ID,N,38 digits,,,participant id,46234739.0
648,J-ADNI,SITEID,RECFHQ,Family History Questionnaire Subtable,Site ID,N,38 digits,,,participant id,46234739.0
649,J-ADNI,SITEID,NEUROBAT,Neuropsychological Battery,Site ID,N,38 digits,,,participant id,46234739.0
650,J-ADNI,SITEID,MMSE,Mini Mental State Exam,Site ID,N,38 digits,,,participant id,46234739.0
651,J-ADNI,SITEID,PHYSICAL,Physical Exam,Site ID,N,38 digits,,,participant id,46234739.0
652,J-ADNI,SITEID,ADAS,ADAS-Cognitive Behavior,Site ID,N,38 digits,,,participant id,46234739.0
653,J-ADNI,SITEID,ADASSCORES,ADAS Sub-Scores and Total Scores,Site ID,N,38 digits,,,participant id,46234739.0
654,J-ADNI,SITEID,NEUROEXM,Neurological Exam,Site ID,N,38 digits,,,participant id,46234739.0
655,J-ADNI,SITEID,ADSXLIST,Diagnosis and Symptoms Checklist,Site ID,N,38 digits,,,participant id,46234739.0
656,J-ADNI,SITEID,MEDHIST,Medical History,Site ID,N,38 digits,,,participant id,46234739.0
657,J-ADNI,SITEID,CDR,Clinical Dementia Rating,Site ID,N,38 digits,,,participant id,46234739.0
658,J-ADNI,SITEID,TREATDIS,Early Discontinuation and Withdrawal,Site ID,N,38 digits,,,participant id,46234739.0
659,J-ADNI,SITEID,INCLUSIO,Inclusion Criteria,Site ID,N,38 digits,,,participant id,46234739.0
660,J-ADNI,SITEID,BLSCHECK,Baseline Symptoms Checklist,Site ID,N,38 digits,,,participant id,46234739.0
661,J-ADNI,SITEID,REGISTRY,Registry,Site ID,N,38 digits,,,participant id,46234739.0
662,J-ADNI,SITEID,FHQ,Family History Questionnaire,Site ID,N,38 digits,,,participant id,46234739.0
663,J-ADNI,SITEID,PTDEMOG,Participant Demographic Information,Site ID,N,38 digits,,,participant id,46234739.0
664,J-ADNI,SITEID,NPIQ,Neuropsychiatric Inventory Q,Site ID,N,38 digits,,,participant id,46234739.0
665,J-ADNI,SITEID,EXCLUSIO,Exclusion Criteria,Site ID,N,38 digits,,,participant id,46234739.0
666,J-ADNI,SITEID,FAQ,Functional Assessment Questionnaire,Site ID,N,38 digits,,,participant id,46234739.0
667,J-ADNI,SITEID,GDSCALE,Geriatric Depression Scale,Site ID,N,38 digits,,,participant id,46234739.0
668,J-ADNI,SITEID,PDXCONV,Diagnostic Summary,Site ID,N,38 digits,,,participant id,46234739.0
669,J-ADNI,SITEID,VITALS,Vital Signs,Site ID,N,38 digits,,,participant id,46234739.0
670,J-ADNI,SITEID,MODHACH,Modified Hachinski,Site ID,N,38 digits,,,participant id,46234739.0
671,J-ADNI,SITEID,ARM,,Site ID,N,38,,,participant id,46234739.0
672,J-ADNI,s.m.,PHYSICAL,Physical Exam,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
673,J-ADNI,s.m.,PDXCONV,Diagnostic Summary,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
674,J-ADNI,s.m.,NPIQ,Neuropsychiatric Inventory Q,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
675,J-ADNI,s.m.,NEUROEXM,Neurological Exam,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
676,J-ADNI,s.m.,NEUROBAT,Neuropsychological Battery,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
677,J-ADNI,s.m.,PTDEMOG,Participant Demographic Information,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
678,J-ADNI,s.m.,MODHACH,Modified Hachinski,Is there a special mention on the participant?,N,1,1��Yes. See SpecialMention_English.xlsx; 0=No,,No suitable variable found.,
