var_1,description_1,var_2,description_2,label
Right Precuneus Grey Matter Volume,,Right-Thalamus-Proper,Right-Thalamus-Proper_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),0
Right Sulcus Collat Transv Anterior Meancurv From Qdec,,rh_S_collat_transv_ant_meancurv,Right_sulcus_collat_transv_anterior_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Sulcus Central Volume From Qdec,,lh_S_circular_insula_inf_area,Left_sulcus_circular_insula_inferior_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Sulcus Frontal Inferior Volume From Qdec,,lh_lateralorbitofrontal_thickness,Left_lateralorbitofrontal_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Left Lat Fis-ant-Horizont Area From Qdec,,lh_(superiorfrontal)MeanCurv,,0
Marital Status,A demographic parameter indicating a person's current conjugal status.,(G_temp_sup-Lateral)ThickAvg,,0
Right Pars Opercularis Mean Cortical Thickness,,CSF,Cerebrospinal_Fluid_(CSF)_from_Qdec_aseg.volume.stats_file,0
Right Gyrus And Sulcus Occipital Inferior Meancurv From Qdec,,"Demographic.E4 allele, Demographic.E3 allele, Demographic.E2 allele",,0
Right Gyrus Temporal Inferior Volume From Qdec,,lh_S_interm_prim-Jensen_meancurv,,0
Right-vessel From Qdec,,_4th_Ventricle,,0
Right Gyrus Oc-temp Lat-fusifor Volume From Qdec,,rh_Lat_Fis-post_area,,0
Anxiety,"A feeling of worry, nervousness, or unease about something with an uncertain outcome.",lh_G_pariet_inf-Angular_meancurv,Left_gyrus_pariet_inf-Angular_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Left Gyrus Oc-temp Med-Parahip Volume From Qdec,,(G_oc-temp_med-Parahip)GrayVol,,1
Right Inferior Lateral Ventricle Volume,,lh_Pole_occipital_area,Left_Pole_occipital_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Inferior Lateral Ventricle Volume,,Left-Inf-Lat-Vent,Left-Inf-Lat-Vent_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Left Sulcus Oc-temp Med And Lingual Volume From Qdec,,(S_oc-temp_med_and_Lingual)GrayVol,,1
Right Gyrus Occipital Sup Meancurv From Qdec,,rh_G_occipital_sup_meancurv,,1
Left Rostral Middle Frontal Gray Matter Volume,,lh_G_oc-temp_lat-fusifor_meancurv,Left_gyrus_oc-temp_lat-fusifor_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Precentral Gray Matter Volume,,ST51CV,Cortical Volume (aparc.stats) of LeftPrecentral,1
Left Gyrus Cingul-Post-ventral Area From Qdec,,APGEN2,Genotype - Allele 2,0
Right Sulcus Intrapariet And P Trans Volume From Qdec,,rh_S_intrapariet_and_P_trans_volume,Right_sulcus_intrapariet_and_P_trans_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Inferiortemporal Mean Cortical Thickness,,NACCFAM,,0
Right Lat Fis-post Area From Qdec,,rh_G_and_S_cingul-Mid-Ant_volume,Right_gyrus_and_sulcus_cingul-Mid-Ant_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Inferior Parietal Area,,rh_(inferiorparietal)SurfArea,,1
Right Hippocampal Tail Volume,Right_Hippocampal_tail,rh_postcentral_area,,0
Right Sulcus Orbital Lateral Volume From Qdec,,rh_S_orbital_lateral_volume,,1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,(G_and_S_cingul-Mid-Post)ThickAvg,,0
Left Gyrus Precuneus Volume From Qdec,,(S_oc-temp_med_and_Lingual)SurfArea,,0
White-matter-left-inferiortemporal-from Qdec Wmparc,,wm-lh-inferiortemporal,White-matter-left-inferiortemporal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Right Gyrus Orbital Volume From Qdec,,(G_and_S_frontomargin)MeanCurv,,0
Left Inferior Parietal Area,,lh_S_orbital_med-olfact_meancurv,Left_sulcus_orbital_med-olfact_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Rostral Middle Frontal Mean Cortical Thickness,,rh_rostralmiddlefrontal_thickness,Right_rostralmiddlefrontal_thickness_from_Qdec_rh.aparc.thickness.stats_file,1
Left Gyrus Cingul-Post-ventral Area From Qdec,,lh_G_cingul-Post-ventral_area,Left_gyrus_cingul-Post-ventral_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Left Gyrus Orbital Volume From Qdec,,rh_postcentral_thickness,Right_postcentral_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Right Gyrus And Sulcus Cingul-Ant Meancurv From Qdec,,lh_precentral_thickness,,0
Left Isthmuscingulate Meancurv From Qdec,,lh_isthmuscingulate_meancurv,Left_isthmuscingulate_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Temporal Middle Area From Qdec,,(G_temporal_middle)SurfArea,,1
Right Gyrus Subcallosal Volume From Qdec,,Hippo_Vol_Sx(mm^3),Left_hippocampal_volume_from_Qdec_aseg.volume.stats_file,0
Left Rostral Middle Frontal Gray Matter Volume,,lh_S_central_thickness,,0
Right Superiorfrontal Meancurv From Qdec,,lh_temporalpole_thickness,,0
Right Sulcus Pericallosal Thickness From Qdec,,rh_S_pericallosal_thickness,Right_sulcus_pericallosal_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Entorhinal Area,,rh_Pole_temporal_meancurv,Right_Pole_temporal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Lat Fis-ant-Vertical Thickness From Qdec,,THIRVENT,,0
Right Gyrus Subcallosal Meancurv From Qdec,,rh_G_subcallosal_meancurv,Right_gyrus_subcallosal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Sulcus Postcentral Thickness From Qdec,,rh_S_postcentral_thickness,Right_sulcus_postcentral_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Right Sulcus Circular Insula Anterior Meancurv From Qdec,,RSUPPAR,,0
Left Sulcus Cingul-Marginalis Volume From Qdec,,lh_caudalmiddlefrontal_thickness,,0
Right Gyrus And Sulcus Transv Frontopol Volume From Qdec,,ALCOCCAS,,0
Left Superior Frontal Gray Matter Volume,,llsfgv,,1
Right Caudal Anterior Cingulate Volume,,rh_caudalanteriorcingulate_volume,Right_caudalanteriorcingulate_volume_from_Qdec_rh.aparc.volume.stats_file,1
Right Lingual Mean Cortical Thickness,,RightThalamus,Volume of right thalamus,0
Right Superior Parietal Area,,rh_(superiorparietal)SurfArea,,1
Right Gyrus Parietal Sup Area From Qdec,,Relatives_with_dementia,Relatives_with_dementia,0
Right Sulcus Temporal Transverse Meancurv From Qdec,,rh_Lat_Fis-ant-Horizont_area,Right_Lat_Fis-ant-Horizont_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Sulcus Calcarine Meancurv From Qdec,,lh_G_Ins_lg_and_S_cent_ins_thickness,,0
Left Sulcus Temporal Inferior Volume From Qdec,,lh_S_temporal_inf_volume,,1
Left Parahippocampal Mean Cortical Thickness,,lh_parahippocampal_thickness,,1
Left Gyrus Temp Sup-G T Transv Volume From Qdec,,rh_(medialorbitofrontal)GrayVol,,0
Right Gyrus Parietal Sup Meancurv From Qdec,,lh_G_front_sup_area,,0
Alcohol,"Consumption of liquids containing ethanol, including the behaviors associated with drinking the alcohol.",drinker,,1
Left Gyrus Oc-temp Med-Parahip Thickness From Qdec,,FHQSIB,3. Does the participant have any siblings?,0
Right Superior Temporal Gray Matter Volume,,ST117CV,Cortical Volume (aparc.stats) of RightSuperiorTemporal,1
Right Gyrus Temp Sup-Plan Polar Area From Qdec,,rh_precuneus_meancurv,Right_precuneus_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),0
Left Temporal Pole Area,,lh_(temporalpole)SurfArea,,1
Right Ventral Diencephalon Volume,,rh_S_temporal_transverse_meancurv,,0
Right Isthmus Cingulate Mean Cortical Thickness,,rh_frontalpole_area,Right_frontalpole_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
Left Sulcus Circular Insula Sup Volume From Qdec,,HACHIN,,0
APOE,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",lh_S_front_inf_thickness,Left_sulcus_frontal_inferior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Gyrus And Sulcus Cingul-Mid-Ant Meancurv From Qdec,,lh_G_and_S_cingul-Mid-Ant_meancurv,Left_gyrus_and_sulcus_cingul-Mid-Ant_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,CSF_ABETA42,,1
Right Frontal Pole Grey Matter Volume,,rh_frontalpole_volume,Right_frontalpole_volume_from_Qdec_rh.aparc.volume.stats_file,1
Left Lat Fis-ant-Horizont Meancurv From Qdec,,lh_Lat_Fis-ant-Horizont_meancurv,,1
Left Gyrus Frontal Middle Meancurv From Qdec,,lh_G_front_middle_meancurv,Left_gyrus_frontal_middle_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Sulcus Frontal Sup Thickness From Qdec,,lh_S_front_sup_thickness,Left_sulcus_frontal_sup_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Sulcus Oc Middle And Lunatus Volume From Qdec,,(S_oc_middle_and_Lunatus)GrayVol,,1
Cancer,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",rh_rostralanteriorcingulate_volume,,0
CortexVol From Qdec Aseg,,CortexVol,CortexVol_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Right Pars Triangularis Gray Matter Volume,,rh_G_front_middle_meancurv,Right_gyrus_frontal_middle_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Gyrus Postcentral Thickness From Qdec,,rh_G_postcentral_thickness,Right_gyrus_postcentral_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Right Supramarginal Area,,lh_G_insular_short_volume,,0
Clinical Dementia Rating Scale Sum of Boxes (CDRSB),Clinical Dementia Rating (CDR) Sum of Boxes.,VISION,,0
Right Sulcus Subparietal Meancurv From Qdec,,lh_S_temporal_sup_thickness,Left_sulcus_temporal_sup_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Smoking,,Medical History.Current smoker,Current Smoker?,1
Right Gyrus Temp Sup-G T Transv Meancurv From Qdec,,rh_G_temp_sup-G_T_transv_meancurv,,1
Left Inferiortemporal Mean Cortical Thickness,,rh_precentral_area,Right_precentral_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
Left White Matter Hypointensities Volume,Left White Matter hypointensities,rh_S_oc-temp_med_and_Lingual_thickness,Right_sulcus_oc-temp_med_and_Lingual_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left WhiteSurfArea Area From Qdec,,ST28SA,Surface Area (aparc.stats) of LeftHemisphereWM,1
Left Molecular Layer HP Volume,Left_molecular_layer_HP,left_molecular_layer_HP,Left_molecular_layer_HP,1
Left Precentral Gray Matter Volume,,WEIGHT,,0
Left Gyrus And Sulcus Cingul-Ant Thickness From Qdec,,lh_S_occipital_ant_volume,Left_sulcus_occipital_anterior_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Parahippocampal Area,,rh_G_oc-temp_med-Parahip_volume,Right_gyrus_oc-temp_med-Parahip_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Parstriangularis Area,,rh_G_and_S_transv_frontopol_meancurv,,0
Left Gyrus Subcallosal Volume From Qdec,,rh_cuneus_thickness,Right_cuneus_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Left Rostralmiddlefrontal Meancurv From Qdec,,rh_S_calcarine_meancurv,Right_sulcus_calcarine_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Gyrus And Sulcus Cingul-Mid-Post Thickness From Qdec,,rh_G_and_S_cingul-Mid-Post_thickness,Right_gyrus_and_sulcus_cingul-Mid-Post_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Par Sopercularis Area,,ST45SA,Surface Area (aparc.stats) of LeftParsOpercularis,1
Fifth Ventricle Volume,,Right-Accumbens-area,,0
Right Paracentral Mean Cortical Thickness,,lh_parsopercularis_meancurv,Left_parsopercularis_meancurv_from_Qdec_lh.aparc.meancurv_file,0
Left Gyrus Insular Short Area From Qdec,,lh_S_calcarine_meancurv,Left_sulcus_calcarine_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Ventral Diencephalon Volume,,Left-VentralDC,,1
Left Lingual Mean Cortical Thickness,,PAFUSCHIZO,"In the past year, have you been told by a doctor that you had schizophrenia, schizoaffective disorder, or any psychotic disorder?",0
Parkinson’s Disease,"A progressive degenerative disorder of the central nervous system characterized by loss of dopamine producing neurons in the substantia nigra and the presence of Lewy bodies in the substantia nigra and locus coeruleus. Signs and symptoms include tremor which is most pronounced during rest, muscle rigidity, slowing of the voluntary movements, a tendency to fall back, and a mask-like facial expression.",rh_lateraloccipital_volume,Right_lateraloccipital_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Sulcus Circular Insula Sup Volume From Qdec,,lh_S_circular_insula_sup_volume,Left_sulcus_circular_insula_sup_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Sulcus Temporal Transverse Thickness From Qdec,,rh_S_collat_transv_post_meancurv,,0
Left Sulcus Oc Middle And Lunatus Thickness From Qdec,,lh_S_oc_middle_and_Lunatus_thickness,,1
Right Medial Orbitofrontal Grey Matter Volume,,rh_(medialorbitofrontal)GrayVol,,1
Left Gyrus Parietal Sup Volume From Qdec,,rh_G_and_S_frontomargin_meancurv,Right_gyrus_and_sulcus_frontomargin_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Gyrus Ins Lg And Sulcus Cent Ins Area From Qdec,,rh_G_Ins_lg_and_S_cent_ins_area,,1
White-matter-left-inferiortemporal-from Qdec Wmparc,,PatientID,,0
Left Gyrus Temp Sup-Plan Polar Volume From Qdec,,(G_temp_sup-Plan_polar)GrayVol,,1
SurfaceHoles From Qdec Aseg,,SurfaceHoles,,1
Left Lat Fis-ant-Vertical Area From Qdec,,lh_S_precentral-sup-part_meancurv,,0
Right Sulcus Oc Middle And Lunatus Area From Qdec,,ST113CV,Cortical Volume (aparc.stats) of RightRostralAnteriorCingulate,0
Education,The number of education years that a subject has competed.,Education_years,Total number of years of formal education,1
Right Precentral Gray Matter Volume,,rh_postcentral_thickness,Right_postcentral_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Right Lat Fis-ant-Vertical Meancurv From Qdec,,lh_G_cingul-Post-ventral_area,,0
Left Sulcus Oc Sup And Transversal Thickness From Qdec,,(S_oc_sup_and_transversal)ThickAvg,,1
White-matter-Right-medialorbitofrontal-from Qdec Wmparc,,rh_G_precuneus_volume,Right_gyrus_precuneus_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Left Lat Fis-ant-Horizont Thickness From Qdec,,wm-lh-parstriangularis,White-matter-left-parstriangularis-from_Qdec_wmparc.volume.stats_file,0
Left Sulcus Central Volume From Qdec,,lh_S_central_volume,Left_sulcus_central_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Gyrus Temporal Middle Thickness From Qdec,,ST91CV,Cortical Volume (aparc.stats) of RightInferiorTemporal,0
Left Pole Temporal Area From Qdec,,RPRECEN,,0
Left Gyrus Frontal Middle Volume From Qdec,,lh_G_front_middle_volume,Left_gyrus_frontal_middle_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Left Gyrus And Sulcus Frontomargin Area From Qdec,,(Pole_temporal)MeanCurv,,0
Left Lat Fis-ant-Vertical Meancurv From Qdec,,lh_Lat_Fis-ant-Vertical_meancurv,Left_Lat_Fis-ant-Vertical_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Left Cortical White Matter Volume From Qdec,Left cortical white matter volume,PTRACE,Racial Categories,0
Left Sulcus Collat Transv Anterior Thickness From Qdec,,rh_(caudalanteriorcingulate)GrayVol,,0
Left Gyrus Orbital Meancurv From Qdec,,lh_G_orbital_meancurv,,1
Right Sulcus Temporal Sup Volume From Qdec,,rh_S_temporal_sup_volume,Right_sulcus_temporal_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Year of Birth,The year in which a person was born.,PTDOB,2. Participant Date of Birth,1
Left Sulcus Occipital Anterior Area From Qdec,,ST60CV,Cortical Volume (aparc.stats) of LeftTemporalPole,0
Right Sulcus Cingul-Marginalis Area From Qdec,,rh_S_cingul-Marginalis_area,Right_sulcus_cingul-Marginalis_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Right Gyrus Temp Sup-Lateral Area From Qdec,,(G_temp_sup-Lateral)SurfArea,,1
Right Gyrus Temp Sup-Plan Tempo Area From Qdec,,rh_G_temp_sup-Plan_tempo_area,Right_gyrus_temp_sup-Plan_tempo_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Left Isthmus Cingulate Area,,lh_isthmuscingulate_area,Left_isthmuscingulate_area_from_Qdec_lh.aparc.area_file,1
Right Banks Of The Superior Temoral Sulcus Thickness,,rh_S_suborbital_thickness,Right_sulcus_suborbital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Right Gyrus Cingul-Post-dorsal Meancurv From Qdec,,rh_lateraloccipital_volume,Right_lateraloccipital_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Sulcus Circular Insula Inferior Area From Qdec,,rh_(transversetemporal)ThickAvg,,0
Left Temporalpole Volume From Qdec aparc,,Right_Amygdala,,0
Left HATA Volume,Left_HATA,Mother_Has_Alzheimer's_Disease,Mother_has_Alzheimer's_Disease,0
Right Sulcus Temporal Sup Area From Qdec,,"Demographic.E4 allele, Demographic.E3 allele, Demographic.E2 allele",,0
Right Cerebellum White Matter Volume,,lh_parsopercularis_area,Left_parsopercularis_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
Right Gyrus Pariet Inf-Supramar Volume From Qdec,,rh_lateralorbitofrontal_thickness,,0
Right Cerebellum Gray Matter Volume,,lh_G_cuneus_meancurv,Left_gyrus_cuneus_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Living Situation,A description of a personal residence and the relationship between the occupants that reside there.,ears_nose_throat_results,,0
Biological Sex,The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,PETPARSX,PET-hypoperfusion:-parietal_left,0
Left Pericalcarine Mean Cortical Thickness,,DIGIB,,0
Left Sulcus Orbital Med-olfact Thickness From Qdec,,wm-lh-postcentral,,0
Right Transverse Temporal Grey Matter Volume,,rh_transversetemporal_volume,,1
Left Gyrus Insular Short Thickness From Qdec,,wm-lh-parsopercularis,White-matter-left-parsopercularis-from_Qdec_wmparc.volume.stats_file,0
Age,How long something has existed; elapsed time since birth.,Age,Age when assessed,1
Right Superiortemporal Meancurv From Qdec,,MOTHDIAG,Did this relative receive a diagnosis of Alzheimer's disease?,0
Left Gyrus Pariet Inf-Supramar Volume From Qdec,,lh_G_pariet_inf-Supramar_volume,,1
Left Gyrus Pariet Inf-Supramar Volume From Qdec,,(G_pariet_inf-Supramar)GrayVol,,1
Brain Volume,,Whole_Brain_Volume(mm^3),Whole_Brain_Volume_(mm^3),1
Right Inferiorparietal Volume From Qdec aparc,,rh_(inferiorparietal)GrayVol,,1
Left Sulcus Pericallosal Volume From Qdec,,CSFNFL,,0
Visit,The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.,Time_Point,Relative_Time_of_data_acquisition,1
Weight,The vertical force exerted by a mass as a result of gravity.,lh_precentral_meancurv,,0
Right Posterior Cingulate Gray Matter Volume,,TotalGrayVol,TotalGrayVol_from_Qdec_aseg.volume.stats_file,0
Left Superiorparietal Mean Cortical Thickness,,lh_superiorparietal_thickness,,1
Right Sulcus Cingul-Marginalis Area From Qdec,,(G_Ins_lg_and_S_cent_ins)SurfArea,,0
Left Gyrus Frontal Inf-Triangul Thickness From Qdec,,lh_G_front_inf-Triangul_thickness,,1
Right Putamen Volume,,(G_rectus)GrayVol,,0
Right Fusiform Volume From Qdec aparc,,rh_fusiform_volume,,1
Right Sulcus Suborbital Area From Qdec,,lh_lateralorbitofrontal_volume,Left_lateralorbitofrontal_volume_from_Qdec_lh.aparc.volume.stats_file,0
Advanced Instrumental Activities of Daily Living (AIADL),A section of the Older Americans Resource Scale Multidimensional Functional Assessment Questionnaire (OMFAQ) that seeks information about a person's functional ability to conduct the complex activities of daily living that allow for independent living within a community.,total_score,,1
Left Pole Occipital Volume From Qdec,,rh_precentral_volume,Right_precentral_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Frontalpole Meancurv From Qdec,,rh_(frontalpole)MeanCurv,,1
Right Sulcus Frontal Inferior Thickness From Qdec,,rh_S_front_inf_thickness,Right_sulcus_frontal_inferior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
White-matter-Right-inferiortemporal-from Qdec Wmparc,,RSUPMAR,,0
Left Temporalpole Meancurv From Qdec,,lh_G_occipital_middle_thickness,,0
Right Gyrus And Sulcus Cingul-Ant Area From Qdec,,rh_G_and_S_cingul-Ant_area,Right_gyrus_and_sulcus_cingul-Ant_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Right Lateraloccipital Mean Cortical Thickness,,cdt,Clock_drawing_test:_Total_score,0
Left Ventral Diencephalon Volume,,Left-VentralDC,Left-VentralDC_from_Qdec_aseg.volume.stats_file,1
Left Sulcus Oc Middle And Lunatus Volume From Qdec,,(S_oc_middle_and_Lunatus)GrayVol,,1
Right Superiorfrontal Meancurv From Qdec,,rh_(superiorfrontal)MeanCurv,,1
Montreal Cognitive Assessment (MoCA),"A standardized rating scale developed by Ziad Nasreddine in 1996 to screen for mild cognitive dysfunction and impairment. This instrument assesses the following cognitive domains: attention and concentration, executive functions, memory, language, visuoconstructional skills, conceptual thinking, calculations, and orientation.",No total score.,,1
Right Superior Temporal Gray Matter Volume,,wm-lh-medialorbitofrontal,White-matter-left-medialorbitofrontal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Right Caudal Anterior Cingulate Area,,rh_S_circular_insula_ant_meancurv,Right_sulcus_circular_insula_anterior_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Sulcus Collat Transv Posterior Area From Qdec,,Left_choroid_plexus,,0
Left Sulcus Frontal Middle Meancurv From Qdec,,lh_caudalmiddlefrontal_thickness,Left_caudalmiddlefrontal_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Right Gyrus Temporal Inferior Volume From Qdec,,(S_calcarine)ThickAvg,,0
Left Pericalcarine Gray Matter Volume,,left_presubiculum,Left_presubiculum,0
Right Choroid Plexus Volume,,rh_G_front_sup_meancurv,Right_gyrus_frontal_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Caudal Anterior Cingulate Cortical Mean,,lh_caudalanteriorcingulate_volume,Left_caudalanteriorcingulate_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Sulcus Circular Insula Inferior Area From Qdec,,DXPARK,4b.  Parkinsonism symptoms present?,0
Left Gyrus Temp Sup-Plan Tempo Volume From Qdec,,height,,0
Right Superiorfrontal Mean Cortical Thickness,,(S_oc-temp_lat)ThickAvg,,0
Fifth Ventricle Volume,,5th-Ventricle,5th-Ventricle_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Left Caudal Middle Frontal Gray Matter Volume,,lh_transversetemporal_volume,Left_transversetemporal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Insula Mean Cortical Thickness,,lh_insula_thickness,,1
Left Isthmuscingulate Meancurv From Qdec,,rh_S_interm_prim-Jensen_thickness,,0
Digit Span Test (Forward),A subtest of the Wechsler Adult Intelligence Scale - Fourth Edition. The subject is read a sequence of numbers and recalls the numbers in the same order.,cts_df,,1
White-matter-left-fusiform-from Qdec Wmparc,,lh_S_temporal_sup_meancurv,,0
Right Ventral Diencephalon Volume,,LFUSM,,0
Left Gyrus Frontal Sup Thickness From Qdec,,lh_lateralorbitofrontal_thickness,Left_lateralorbitofrontal_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Left Cuneus Volume Gray Matter,,lh_(cuneus)GrayVol,,1
Left Pars Triangularis Gray Matter Volume,,ST47CV,Cortical Volume (aparc.stats) of LeftParsTriangularis,1
Right Gyrus Postcentral Thickness From Qdec,,(G_postcentral)ThickAvg,,1
Left Gyrus Pariet Inf-Angular Meancurv From Qdec,,lh_G_oc-temp_lat-fusifor_thickness,Left_gyrus_oc-temp_lat-fusifor_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Lat Fis-post Area From Qdec,,lh_Lat_Fis-post_area,Left_Lat_Fis-post_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Right Gyrus And Sulcus Transv Frontopol Volume From Qdec,,(G_and_S_transv_frontopol)GrayVol,,1
Heart Rate,"The number of heartbeats per unit of time, usually expressed as beats per minute.",RightPutamen,Volume of right putamen,0
Right Pole Temporal Volume From Qdec,,rh_Pole_temporal_volume,Right_Pole_temporal_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Right Parahippocampal Meancurv From Qdec,,rh_Lat_Fis-post_volume,,0
Left Sulcus Central Volume From Qdec,,(S_central)GrayVol,,1
Thyroid,,thyroid_bl,,1
Left Lateral Orbitofrontal Cortical Mean,,CSF_T-Tau,Measure_of_the_Total_Tau_protein_in_the_Cerebrospinal_Fluid_(CSF)_,0
CC Posterior From Qdec Aseg,,ST98TA,Thickness Average (aparc.stats) of RightMedialOrbitofrontal,0
Left Parstriangularis Meancurv From Qdec,,lh_parstriangularis_meancurv,Left_parstriangularis_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Right Caudal Middle Frontal Area,,ST74SA,Surface Area (aparc.stats) of RightCaudalMiddleFrontal,1
Right Sulcus Oc-temp Lat Volume From Qdec,,rh_S_oc-temp_lat_volume,Right_sulcus_oc-temp_lat_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Superior Parietal Gray Matter Volume,,LeftSuperiorparietal,Volume of left superior parietal,1
Right Gyrus And Sulcus Cingul-Ant Meancurv From Qdec,,rh_precuneus_volume,Right_precuneus_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
