var_1,description_1,var_2,description_2,label
Left Rostral Middle Frontal Gray Matter Volume,,lh_rostralmiddlefrontal_volume,,1
Left Paracentral Mean Cortical Thickness,,ST43TA,Thickness Average (aparc.stats) of LeftParacentral,1
Right Caudalanteriorcingulate Meancurv From Qdec,,rh_S_collat_transv_post_volume,Right_sulcus_collat_transv_posterior_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Left Gyrus Pariet Inf-Angular Volume From Qdec,,rh_G_front_middle_volume,Right_gyrus_frontal_middle_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Sulcus Oc-temp Med And Lingual Volume From Qdec,,(S_oc-temp_med_and_Lingual)GrayVol,,1
Right Gyrus Temporal Middle Volume From Qdec,,rh_G_temporal_middle_volume,,1
Right Gyrus Precuneus Meancurv From Qdec,,rh_G_occipital_middle_meancurv,Right_gyrus_occipital_middle_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Gyrus And Sulcus Cingul-Mid-Ant Area From Qdec,,family_dementia_history,,0
Right Sulcus Orbital-H Shaped Thickness From Qdec,,rh_(parsorbitalis)SurfArea,,0
Right Gyrus And Sulcus Transv Frontopol Volume From Qdec,,rh_G_and_S_transv_frontopol_volume,Right_gyrus_and_sulcus_transv_frontopol_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Alcohol,"Consumption of liquids containing ethanol, including the behaviors associated with drinking the alcohol.",DCITYST,In what city and state do you currently live?,0
Right Inferior Temporal Gray Matter Volume,,rh_(inferiortemporal)GrayVol,,1
Right Lat Fis-post Area From Qdec,,rh_supramarginal_volume,,0
Right Sulcus Circular Insula Sup Meancurv From Qdec,,rh_S_circular_insula_sup_meancurv,Right_sulcus_circular_insula_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Gyrus Insular Short Volume From Qdec,,lh_Lat_Fis-ant-Vertical_area,Left_Lat_Fis-ant-Vertical_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Bipolar,"A disorder of the brain that causes unusual shifts in mood, energy, activity levels and the ability to carry out day-to-day tasks. Often these moods range and shift from periods of elation and energized behavior to those of hopelessness and depression.",lh_S_circular_insula_inf_thickness,,0
The State-Trait Anxiety Inventory (STAI),"An instrument for measuring anxiety. It is designed to differentiate between temporary \state anxiety\ and general, long-standing \trait anxiety\. (Copyright Mind Garden, Inc.)",rh_fusiform_thickness,,0
Right Parahippocampal Mean Cortical Thickness,,rh_parahippocampal_thickness,Right_parahippocampal_thickness_from_Qdec_rh.aparc.thickness.stats_file,1
Left Parahippocampal Gray Matter Volume,,llpahipgv,,1
Right Gyrus Parietal Sup Volume From Qdec,,lrsupalv,,1
Left Sulcus Central Volume From Qdec,,lh_S_central_volume,,1
Right Gyrus Cingul-Post-ventral Volume From Qdec,,rh_G_cingul-Post-ventral_volume,Right_gyrus_cingul-Post-ventral_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Month of Birth,The month in which a person was born.,lh_superiorfrontal_thickness,,0
Left Gyrus Frontal Inf-Orbital Area From Qdec,,MeanCortex,,0
Trail Making Test (TMT) A,"A neuropsychological test of visual attention and task switching that requires a subject to connect a sequence of 25 consecutive targets. It provides an easy to administer and reliable assessment of attention, sequencing, cognition, visual search, and motor function.",rh_S_pericallosal_thickness,,0
Right Transverse Temporal Mean Cortical Thickness,,lh_supramarginal_thickness,,0
Left Sulcus Temporal Sup Volume From Qdec,,(Right-VentralDC)Volume_mm3,,0
Left Gyrus Precuneus Thickness From Qdec,,(G_and_S_cingul-Ant)ThickAvg,,0
Left Sulcus Frontal Inferior Area From Qdec,,lh_S_front_inf_area,,1
Left Gyrus Orbital Thickness From Qdec,,(G_orbital)ThickAvg,,1
Right Lat Fis-post Meancurv From Qdec,,lh_rostralanteriorcingulate_meancurv,Left_rostralanteriorcingulate_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Sibling Dementia,,lh_bankssts_area,Left_banks_of_the_superior_temoral_sulcus_area_from_Qdec_lh.aparc.area_file,0
Left Middle Temporal Gray Matter Volume,,(G_precuneus)SurfArea,,0
BMI,An individual's weight in kilograms divided by the square of the height in meters.,NACCBMI,,1
Left Gyrus Precentral Volume From Qdec,,lh_G_precentral_volume,Left_gyrus_precentral_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Banks Of The Superior Temoral Sulcus Cortical Mean Volume,,lh_bankssts_volume,,1
Right Putamen Volume,,Right-Putamen,Right-Putamen_from_Qdec_aseg.volume.stats_file,1
White-matter-left-caudalanteriorcingulate-from Qdec Wmparc,,wm-lh-caudalanteriorcingulate,,1
Right Sulcus Frontal Sup Area From Qdec,,rh_S_front_sup_area,Right_sulcus_frontal_sup_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Right Lateraloccipital Area,,lh_G_oc-temp_med-Lingual_area,,0
Boston Naming Test (BNT),-,lh_pericalcarine_meancurv,Left_pericalcarine_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Left Transverse Temporal Area,,NEU,MARKERS:_presence_of_proteinaNEU,0
Right Superior Temporal Area,,rh_(superiortemporal)SurfArea,,1
Right Sulcus Postcentral Volume From Qdec,,(S_orbital_med-olfact)SurfArea,,0
Right Gyrus Oc-temp Med-Parahip Meancurv From Qdec,,rh_G_oc-temp_med-Parahip_meancurv,Right_gyrus_oc-temp_med-Parahip_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Rostral Middle Frontal Gray Matter Volume,,rh_rostralmiddlefrontal_volume,,1
Left Superiortemporal Area,,lh_superiortemporal_area,Left_superiortemporal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",CDGLOBAL,Global CDR,1
Right Middle Temporal Gray Matter Volume,,ST99CV,Cortical Volume (aparc.stats) of RightMiddleTemporal,1
Heart Condition,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,heart_abnormal_findings,,1
Right Superior Temporal Gray Matter Volume,,rh_(superiortemporal)GrayVol,,1
Left Sulcus Precentral-sup-part Thickness From Qdec,,wm-lh-parsopercularis,White-matter-left-parsopercularis-from_Qdec_wmparc.volume.stats_file,0
Cancer,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",past_cancer,Any diagnosis of cancer in the past?,1
Right Supramarginal Gray Matter Volume,,ST118CV,Cortical Volume (aparc.stats) of RightSupramarginal,1
Left Gyrus Temp Sup-Plan Tempo Meancurv From Qdec,,lh_G_temp_sup-Plan_tempo_meancurv,Left_gyrus_temp_sup-Plan_tempo_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Right Sulcus Frontal Middle Area From Qdec,,rh_S_front_middle_area,Right_sulcus_frontal_middle_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Gyrus And Sulcus Occipital Inferior Meancurv From Qdec,,lh_G_pariet_inf-Supramar_volume,Left_gyrus_pariet_inf-Supramar_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Temporal Pole Thickness,,lh_temporalpole_thickness,Left_temporalpole_thickness_from_Qdec_lh.aparc.thickness.stats_file,1
Left Gyrus And Sulcus Occipital Inferior Thickness From Qdec,,lh_G_and_S_occipital_inf_thickness,Left_gyrus_and_sulcus_occipital_inferior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
White-matter-left-lateraloccipital-from Qdec Wmparc,,lh_inferiortemporal_area,,0
TotalGrayVol From Qdec Aseg,,TotalGrayVol,,1
Right Sulcus Intrapariet And P Trans Thickness From Qdec,,rh_S_intrapariet_and_P_trans_thickness,,1
Right Sulcus Intrapariet And P Trans Volume From Qdec,,rh_S_intrapariet_and_P_trans_volume,Right_sulcus_intrapariet_and_P_trans_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Geriatric Depression Scale (GDS),Geriatric Depression Scale Short Form total score.,GDS15,Geriatric Depression Scale - 15 items,1
White-matter-Right-inferiorparietal-from Qdec Wmparc,,wm-rh-inferiorparietal,,1
Right Ventral Diencephalon Volume,,RightVentralDiencephalon,Volume of right ventral diencephalon,1
Montreal Cognitive Assessment (MoCA),"A standardized rating scale developed by Ziad Nasreddine in 1996 to screen for mild cognitive dysfunction and impairment. This instrument assesses the following cognitive domains: attention and concentration, executive functions, memory, language, visuoconstructional skills, conceptual thinking, calculations, and orientation.",lh_S_temporal_transverse_area,Left_sulcus_temporal_transverse_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Lateral Orbitofrontal Cortical Mean,,Neuropsych.CDR score,CDR Global,0
White-matter-left-parsopercularis-from Qdec Wmparc,,rh_fusiform_area,,0
Right Gyrus And Sulcus Occipital Inferior Area From Qdec,,marital_status,,0
Left Accumbens Area Volume,,(S_temporal_transverse)GrayVol,,0
Left Gyrus Frontal Inf-Opercular Volume From Qdec,,lh_G_front_inf-Opercular_volume,,1
Right Ventral Diencephalon Volume,,Right-VentralDC,Right-VentralDC_from_Qdec_aseg.volume.stats_file,1
Left Pars Triangularis Area,,ST47SA,Surface Area (aparc.stats) of LeftParsTriangularis,1
Left Sulcus Circular Insula Anterior Meancurv From Qdec,,lh_S_circular_insula_ant_meancurv,Left_sulcus_circular_insula_anterior_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Biological Sex,The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,Gender,,1
Right Lingual Grey Matter Volume,,lh_superiorfrontal_area,Left_superiorfrontal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
Visit,The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.,VISCODE,Visit,1
Right Sulcus Temporal Inferior Area From Qdec,,lh_precentral_volume,,0
Right Isthmuscingulate Volume,,rh_isthmuscingulate_volume,Right_isthmuscingulate_volume_from_Qdec_rh.aparc.volume.stats_file,1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,rh_caudalanteriorcingulate_thickness,Right_caudalanteriorcingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
White-matter-left-inferiortemporal-from Qdec Wmparc,,wm-lh-inferiortemporal,,1
Right Gyrus Postcentral Thickness From Qdec,,lh_rostralmiddlefrontal_area,Left_rostralmiddlefrontal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),0
Left Fusiform Mean Cortical Thickness,,wm-rh-inferiorparietal,,0
Left Sulcus Calcarine Meancurv From Qdec,,lh_S_calcarine_meancurv,Left_sulcus_calcarine_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",NACCAPOE,,1
CC Mid Anterior From Qdec Aseg,,(CC_Mid_Anterior)Volume_mm3,,1
Right Lateralorbitofrontal Mean Cortical Thickness,,(G_cuneus)SurfArea,,0
Left Sulcus Postcentral Meancurv From Qdec,,lrsubcav,,0
Left Gyrus Subcallosal Thickness From Qdec,,rh_S_precentral-inf-part_volume,,0
Right Cuneus Gray Matter Volume,,rh_(cuneus)GrayVol,,1
Left Banks Of The Superior Temoral Sulcus Cortical Mean Volume,,lh_(bankssts)GrayVol,,1
Right Pericalcarine Gray Matter Volume,,rh_(fusiform)GrayVol,,0
Left Isthmuscingulate Volume From Qdec aparc,,ST99TA,Thickness Average (aparc.stats) of RightMiddleTemporal,0
Right Lateralorbitofrontal Area,,rh_lateralorbitofrontal_area,Right_lateralorbitofrontal_area_from_Qdec_rh.aparc.area_file,1
Left Sulcus Oc-temp Lat Thickness From Qdec,,RINFTEMP,,0
Right Sulcus Frontal Inferior Area From Qdec,,(S_front_inf)SurfArea,,1
Right Sulcus Circular Insula Anterior Volume From Qdec,,(G_and_S_frontomargin)ThickAvg,,0
Left Lat Fis-ant-Horizont Volume From Qdec,,lh_medialorbitofrontal_thickness,,0
Left Gyrus Oc-temp Med-Lingual Area From Qdec,,ST55CV,Cortical Volume (aparc.stats) of LeftRostralMiddleFrontal,0
Right Sulcus Frontal Middle Thickness From Qdec,,rh_S_front_middle_thickness,Right_sulcus_frontal_middle_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Sulcus Calcarine Area From Qdec,,lh_S_calcarine_area,Left_sulcus_calcarine_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Right Sulcus Frontal Inferior Meancurv From Qdec,,(G_front_inf-Triangul)SurfArea,,0
Right Sulcus Circular Insula Sup Thickness From Qdec,,rh_S_circular_insula_sup_thickness,Right_sulcus_circular_insula_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Sulcus Precentral-inf-part Volume From Qdec,,lh_S_precentral-inf-part_volume,Left_sulcus_precentral-inf-part_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Gyrus Rectus Meancurv From Qdec,,lh_G_rectus_meancurv,,1
Depression,A melancholy feeling of sadness and despair.,ST90TA,Thickness Average (aparc.stats) of RightInferiorParietal,0
Living Situation,A description of a personal residence and the relationship between the occupants that reside there.,rh_(inferiortemporal)MeanCurv,,0
Left Gyrus Cuneus Area From Qdec,,MaskVol-to-eTIV,MaskVol-to-eTIV_from_Qdec_aseg.volume.stats_file,0
Left Lat Fis-ant-Horizont Volume From Qdec,,lh_S_front_inf_area,Left_sulcus_frontal_inferior_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Right Gyrus Temp Sup-Lateral Volume From Qdec,,rh_G_parietal_sup_area,,0
Left Sulcus Precentral-sup-part Area From Qdec,,(G_subcallosal)GrayVol,,0
Third Ventricle Volume,,rh_entorhinal_area,Right_entorightinal_area_from_Qdec_rh.aparc.area_file,0
Left Gyrus Temporal Middle Thickness From Qdec,,ST127SV,Subcortical Volume (aseg.stats) of ThirdVentricle,0
Right Gyrus Cingul-Post-ventral Volume From Qdec,,rh_G_and_S_paracentral_meancurv,Right_gyrus_and_sulcus_paracentral_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Gyrus Subcallosal Meancurv From Qdec,,LSUPTEM,,0
Right Sulcus Suborbital Thickness From Qdec,,rh_S_suborbital_thickness,,1
Right WhiteSurfArea Area From Qdec,,(S_precentral-inf-part)GrayVol,,0
Left Cuneus Area,,rh_S_suborbital_area,Right_sulcus_suborbital_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Right Sulcus Calcarine Area From Qdec,,rh_bankssts_area,,0
Left Putamen Volume,,(G_subcallosal)MeanCurv,,0
Right Gyrus Oc-temp Med-Parahip Area From Qdec,,rh_G_oc-temp_med-Parahip_area,Right_gyrus_oc-temp_med-Parahip_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Sulcus Temporal Inferior Volume From Qdec,,RightInferiorparietal,Volume of right inferior parietal,0
Right Lat Fis-post Thickness From Qdec,,PTHAND,3. Participant Handedness,0
Left Hippocampus Volume,,rh_parsopercularis_volume,Right_parsopercularis_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Temporal Pole Area,,lh_rostralmiddlefrontal_thickness,Left_rostralmiddlefrontal_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Stroke,A sudden loss of neurological function secondary to hemorrhage or ischemia in the brain parenchyma due to a vascular event.,rh_G_temp_sup-Plan_polar_area,,0
Right Lat Fis-ant-Horizont Volume From Qdec,,lh_G_temporal_middle_volume,Left_gyrus_temporal_middle_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Gyrus Precentral Meancurv From Qdec,,lh_S_front_sup_thickness,Left_sulcus_frontal_sup_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Caudal Middle Frontal Area,,lh_S_parieto_occipital_area,,0
Right Sulcus Circular Insula Anterior Thickness From Qdec,,rh_S_circular_insula_ant_thickness,Right_sulcus_circular_insula_anterior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Banks Of The Superior Temoral Sulcus Cortical Thickness,,ST13TA,Thickness Average (aparc.stats) of LeftBankssts,1
Left Sulcus Postcentral Thickness From Qdec,,ICV,,0
Left Entorightinal Mean Cortical Thickness,,APOE_Allele1,Values for APOE allele 1,0
Left Gyrus Frontal Inf-Triangul Meancurv From Qdec,,Right-UnsegmentedWhiteMatter,Right-UnsegmentedWhiteMatter-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Right Sulcus Precentral-sup-part Thickness From Qdec,,(G_and_S_frontomargin)GrayVol,,0
Activity,"Any form of exercise or movement. Physical activity may include planned activity such as walking, running, basketball, or other sports. Physical activity may also include other daily activities such as household chores, yard work, walking the dog, etc.",Gender,gender,0
Right Sulcus Postcentral Volume From Qdec,,rh_S_postcentral_volume,Right_sulcus_postcentral_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
White-matter-left-caudalmiddlefrontal-from Qdec Wmparc,,lh_S_collat_transv_ant_volume,Left_sulcus_collat_transv_anterior_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Verbal fluency tests (Semantic) Animal,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,(S_postcentral)SurfArea,,0
Right Gyrus Frontal Middle Volume From Qdec,,rh_G_front_middle_volume,Right_gyrus_frontal_middle_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Gyrus Temporal Middle Thickness From Qdec,,lh_S_oc_sup_and_transversal_volume,Left_sulcus_oc_sup_and_transversal_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Right Rostralmiddlefrontal Meancurv From Qdec,,lh_G_occipital_middle_area,,0
Participant ID,An alphanumeric identifier assigned to a specific patient.,lh_S_cingul-Marginalis_area,Left_sulcus_cingul-Marginalis_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Sulcus Precentral-sup-part Volume From Qdec,,rh_S_precentral-sup-part_volume,Right_sulcus_precentral-sup-part_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Sulcus Intrapariet And P Trans Meancurv From Qdec,,rh_G_oc-temp_med-Parahip_meancurv,Right_gyrus_oc-temp_med-Parahip_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Gyrus Oc-temp Lat-fusifor Thickness From Qdec,,rh_G_oc-temp_lat-fusifor_thickness,,1
tTau in CSF,"Is a quantification of total tau protein, a biomarker for Alzheimer's disease.",tau,Total tau (t-tau) concentration in CSF,1
Left Gyrus Temp Sup-Lateral Volume From Qdec,,(S_oc-temp_med_and_Lingual)SurfArea,,0
Left Posteriorcingulate Meancurv From Qdec,,rh_Lat_Fis-post_thickness,Right_Lat_Fis-post_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Right Cuneus Gray Matter Volume,,lh_G_precentral_area,Left_gyrus_precentral_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Lateralorbitofrontal Volume,,rh_lateralorbitofrontal_volume,Right_lateralorbitofrontal_volume_from_Qdec_rh.aparc.volume.stats_file,1
Left Frontal Pole Area,,lh_frontalpole_area,,1
Verbal fluency tests (Semantic) Vegetable or Fruits,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,cts_fruits,,1
Left Sulcus Collat Transv Posterior Volume From Qdec,,lh_inferiorparietal_volume,,0
Right Transverse Temporal Area,,rh_transversetemporal_area,Right_transversetemporal_area_from_Qdec_rh.aparc.area_file,1
Left Caudate Volume,,(G_rectus)GrayVol,,0
Right Sulcus Circular Insula Sup Volume From Qdec,,rh_S_circular_insula_sup_volume,Right_sulcus_circular_insula_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Sulcus Precentral-sup-part Area From Qdec,,ST36SA,Surface Area (aparc.stats) of LeftLateralOrbitofrontal,0
Right Lateraloccipital Area,,rh_lateraloccipital_area,,1
White-matter-Right-posteriorcingulate-from Qdec Wmparc,White-matter-Right-posteriorcingulate-from_Qdec_wmparc.volume.stats_file,llthapv,,0
Visinin-Like Protein 1 (VILIP-1) in CSF,A visinin-like protein 1 that is encoded in the genome of human.,VILIP,,1
Right Gyrus Pariet Inf-Angular Volume From Qdec,,AV45,,0
Right-vessel From Qdec,,lh_caudalanteriorcingulate_volume,Left_caudalanteriorcingulate_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Inferior Lateral Ventricle Volume,,rh_G_and_S_cingul-Ant_thickness,Right_gyrus_and_sulcus_cingul-Ant_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Right Pars Triangularis Mean Cortical Thickness,,ST103TA,Thickness Average (aparc.stats) of RightParahippocampal,0
Right Inferiorparietal Mean Cortical Thickness,,lh_parsorbitalis_volume,Left_parsorbitalis_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Lat Fis-ant-Vertical Meancurv From Qdec,,rh_Lat_Fis-ant-Vertical_meancurv,Right_Lat_Fis-ant-Vertical_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Gyrus And Sulcus Frontomargin Thickness From Qdec,,lh_S_temporal_sup_thickness,,0
Age,How long something has existed; elapsed time since birth.,right_presubiculum,Right_presubiculum-FreeSurfer(v6Beta),0
Father AD,,ST44CV,Cortical Volume (aparc.stats) of LeftParahippocampal,0
Left Lat Fis-ant-Horizont Thickness From Qdec,,lh_Lat_Fis-ant-Horizont_thickness,Left_Lat_Fis-ant-Horizont_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Left Superiorparietal Area,,rh_paracentral_meancurv,,0
Left Postcentral Gray Matter Volume,,rh_G_and_S_transv_frontopol_thickness,,0
Right Sulcus Oc Middle And Lunatus Volume From Qdec,,rh_S_oc_middle_and_Lunatus_volume,Right_sulcus_oc_middle_and_Lunatus_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
APOE e4,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",Time_Point,,0
White-matter-left-rostralanteriorcingulate-from Qdec Wmparc,,rh_lateraloccipital_volume,Right_lateraloccipital_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Gyrus Temporal Inferior Meancurv From Qdec,,rh_G_temporal_inf_meancurv,Right_gyrus_temporal_inferior_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Insula Area,,(G_subcallosal)GrayVol,,0
Right Gyrus Oc-temp Med-Lingual Thickness From Qdec,,rh_G_oc-temp_med-Lingual_thickness,,1
Left Inferiorparietal Volume From Qdec aparc,,angina,4. Angina or chest pain?,0
Glucose metabolism in right hippocampus (Pons_Normalized),,Hipp_Hypo_Dx_Gluc_(Pons_Normalized),Glucose_metabolism_in_right_hippocampus_(Pons_Normalized),1
Left Gyrus Cingul-Post-dorsal Volume From Qdec,,(S_collat_transv_post)SurfArea,,0
Right Sulcus Orbital Med-olfact Volume From Qdec,,rh_S_orbital_med-olfact_volume,Right_sulcus_orbital_med-olfact_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Sulcus Oc-temp Med And Lingual Area From Qdec,,ANARTERR,ANART Total Score (Total # of errors),0
Left Sulcus Calcarine Area From Qdec,,lh_(middletemporal)SurfArea,,0
Right Gyrus Temp Sup-G T Transv Area From Qdec,,CSF_T-Tau,,0
Right Sulcus Precentral-sup-part Volume From Qdec,,(S_precentral-sup-part)GrayVol,,1
Right Temporal Pole Thickness,,rh_temporalpole_thickness,Right_temporalpole_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Right Gyrus Temp Sup-Plan Polar Area From Qdec,,rh_G_front_inf-Opercular_thickness,,0
Left Rostral Anterior Cingulate Area,,lh_(rostralanteriorcingulate)SurfArea,,1
Left Sulcus Oc-temp Lat Volume From Qdec,,lh_S_oc-temp_lat_volume,Left_sulcus_oc-temp_lat_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Gyrus And Sulcus Cingul-Mid-Post Area From Qdec,,rh_G_and_S_cingul-Mid-Post_area,Right_gyrus_and_sulcus_cingul-Mid-Post_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Pole Temporal Area From Qdec,,Right-Pallidum,,0
Left Gyrus And Sulcus Frontomargin Area From Qdec,,rh_middletemporal_volume,,0
Left Medialorbitofrontal Meancurv From Qdec,,lh_medialorbitofrontal_meancurv,Left_medialorbitofrontal_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Age,How long something has existed; elapsed time since birth.,(G_occipital_middle)GrayVol,,0
Alzheimer’s Disease Assessment Scale 13-item (ADAS13),"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recognition task for word 13 Trials 1, 2, 3.",ADAS13,,1
Left Pole Temporal Meancurv From Qdec,,wm-lh-precentral,White-matter-left-precentral-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Left Insula Meancurv From Qdec,,lh_rostralanteriorcingulate_volume,Left_rostralanteriorcingulate_volume_from_Qdec_lh.aparc.volume.stats_file,0
Depression,A melancholy feeling of sadness and despair.,lh_S_temporal_inf_thickness,Left_sulcus_temporal_inferior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Rostral Anterior Cingulate Mean Cortical Thickness,,lh_rostralanteriorcingulate_thickness,Left_rostralanteriorcingulate_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
White-matter-left-medialorbitofrontal-from Qdec Wmparc,,lh_middletemporal_area,,0
Left Rostralanteriorcingulate Meancurv From Qdec,,lh_rostralanteriorcingulate_meancurv,Left_rostralanteriorcingulate_meancurv_from_Qdec_lh.aparc.meancurv_file,1
Right Gyrus And Sulcus Cingul-Mid-Post Area From Qdec,,lh_rostralanteriorcingulate_volume,,0
Left Gyrus Temporal Middle Area From Qdec,,lh_G_temporal_middle_area,,1
Left Gyrus Oc-temp Med-Lingual Volume From Qdec,,(G_oc-temp_med-Lingual)GrayVol,,1
White-matter-Right-posteriorcingulate-from Qdec Wmparc,White-matter-Right-posteriorcingulate-from_Qdec_wmparc.volume.stats_file,wm-rh-posteriorcingulate,,1
Left Isthmus Cingulate Area,,ST34SA,Surface Area (aparc.stats) of LeftIsthmusCingulate,1
Right Superior Parietal Area,,rh_(superiorparietal)SurfArea,,1
Right Lat Fis-ant-Vertical Thickness From Qdec,,(Lat_Fis-ant-Vertical)ThickAvg,,1
